"","Account","Month","Trx","SP","Calls","PDE","Emails","Clicks","Samples"
"6136","A512B018",4,660,0,1,9,23,8,6
"6137","A512B018",5,2308,0,1,9,23,8,6
"6138","A512B018",6,660,0,1,9,23,8,6
"6139","A512B018",7,10000,0,12,11,23,9,23
"6140","A512B018",8,2500,0,8,10,23,8,14
"6141","A512B018",9,660,0,1,9,23,8,6
"6142","A512B018",10,10000,0,1,9,23,8,6
"6143","A512B018",11,3697,0,1,9,23,8,6
"6144","A512B018",12,660,0,1,9,23,8,6
"6145","A513B018",1,1195,1,1,9,29,13,12
"6146","A513B018",2,3857,4,1,10,33,17,20
"6147","A513B018",3,5216,2,1,10,31,15,17
"6148","A513B018",4,1304,3,12,11,39,25,108
"6149","A513B018",5,1705,1,1,9,29,13,12
"6150","A513B018",6,2061,2,8,11,37,23,70
"6151","A513B018",7,7465,1,1,9,29,13,12
"6152","A513B018",8,1497,2,1,10,31,15,17
"6153","A513B018",9,1434,0,1,9,23,8,6
"6154","A513B018",10,5758,3,1,10,32,16,19
"6155","A513B018",11,1309,1,1,9,29,13,12
"6156","A513B018",12,3071,1,12,11,36,21,83
"6157","A514B018",1,446,2,1,10,31,15,17
"6158","A514B018",2,1343,1,1,9,29,13,12
"6159","A514B018",3,1167,3,1,10,32,16,19
"6160","A514B018",4,660,1,1,9,29,13,12
"6161","A514B018",5,377,3,1,10,32,16,19
"6162","A514B018",6,1600,1,1,9,29,13,12
"6163","A514B018",7,487,3,14,12,39,26,134
"6164","A514B018",8,941,2,1,10,31,15,17
"6165","A514B018",9,3974,5,1,10,33,17,20
"6166","A514B018",10,660,1,1,9,29,13,12
"6167","A514B018",11,551,1,1,9,29,13,12
"6168","A514B018",12,2458,2,1,10,31,15,17
"6169","A515B018",1,4390,0,1,9,23,8,6
"6170","A515B018",2,1354,1,18,12,37,24,146
"6171","A515B018",3,9037,1,1,9,29,13,12
"6172","A515B018",4,1876,3,1,10,32,16,19
"6173","A515B018",5,660,1,1,9,29,13,12
"6174","A515B018",6,10000,4,18,12,41,29,195
"6175","A515B018",7,3345,1,16,12,37,24,132
"6176","A515B018",8,488,1,1,9,29,13,12
"6177","A515B018",9,663,3,8,11,38,24,76
"6178","A515B018",10,5409,1,12,11,36,21,83
"6179","A515B018",11,245,0,1,9,23,8,6
"6180","A515B018",12,5376,1,1,9,29,13,12
"6181","A516B018",1,660,4,1,10,33,17,20
"6182","A516B018",2,660,5,12,12,40,28,132
"6183","A516B018",3,660,4,1,10,33,17,20
"6184","A516B018",4,660,5,12,12,40,28,132
"6185","A516B018",5,660,3,1,10,32,16,19
"6186","A516B018",6,660,1,1,9,29,13,12
"6187","A516B018",7,660,2,1,10,31,15,17
"6188","A516B018",8,660,5,8,11,39,25,81
"6189","A516B018",9,660,7,1,10,34,18,22
"6190","A516B018",10,479,9,1,11,35,20,29
"6191","A516B018",11,1630,5,12,12,40,28,132
"6192","A516B018",12,660,3,1,10,32,16,19
"6193","A517B018",1,1090,0,1,9,23,8,6
"6194","A517B018",2,2842,0,1,9,23,8,6
"6195","A517B018",3,2769,0,1,9,23,8,6
"6196","A517B018",4,1935,0,1,9,23,8,6
"6197","A517B018",5,1346,0,1,9,23,8,6
"6198","A517B018",6,2856,0,1,9,23,8,6
"6199","A517B018",7,2838,0,1,9,23,8,6
"6200","A517B018",8,3180,1,1,9,29,13,12
"6201","A517B018",9,547,1,1,9,29,13,12
"6202","A517B018",10,3830,0,1,9,23,8,6
"6203","A517B018",11,1966,0,1,9,23,8,6
"6204","A517B018",12,3327,1,1,9,29,13,12
"6205","A518B018",1,1677,0,1,9,23,8,6
"6206","A518B018",2,6174,3,1,10,32,16,19
"6207","A518B018",3,3532,3,1,10,32,16,19
"6208","A518B018",4,1025,2,1,10,31,15,17
"6209","A518B018",5,5527,3,1,10,32,16,19
"6210","A518B018",6,2739,0,1,9,23,8,6
"6211","A518B018",7,4309,1,1,9,29,13,12
"6212","A518B018",8,1443,0,1,9,23,8,6
"6213","A518B018",9,3391,3,1,10,32,16,19
"6214","A518B018",10,5185,1,1,9,29,13,12
"6215","A518B018",11,2281,1,1,9,29,13,12
"6216","A518B018",12,2086,0,1,9,23,8,6
"6217","A519B018",1,1137,0,1,9,23,8,6
"6218","A519B018",2,2018,2,1,10,31,15,17
"6219","A519B018",3,3733,5,1,10,33,17,20
"6220","A519B018",4,660,2,1,10,31,15,17
"6221","A519B018",5,3193,3,1,10,32,16,19
"6222","A519B018",6,3818,1,1,9,29,13,12
"6223","A519B018",7,3409,3,1,10,32,16,19
"6224","A519B018",8,4098,1,1,9,29,13,12
"6225","A519B018",9,3843,2,1,10,31,15,17
"6226","A519B018",10,4087,2,1,10,31,15,17
"6227","A519B018",11,4214,3,1,10,32,16,19
"6228","A519B018",12,3565,1,1,9,29,13,12
"6229","A520B018",1,660,0,1,9,23,8,6
"6230","A520B018",2,660,0,1,9,23,8,6
"6231","A520B018",3,745,0,1,9,23,8,6
"6232","A520B018",4,660,0,1,9,23,8,6
"6233","A520B018",5,660,0,1,9,23,8,6
"6234","A520B018",6,660,0,1,9,23,8,6
"6235","A520B018",7,1108,1,1,9,29,13,12
"6236","A520B018",8,660,0,1,9,23,8,6
"6237","A520B018",9,660,1,1,9,29,13,12
"6238","A520B018",10,660,0,1,9,23,8,6
"6239","A520B018",11,660,1,1,9,29,13,12
"6240","A520B018",12,1193,0,1,9,23,8,6
"6241","A521B018",1,1991,0,1,9,23,8,6
"6242","A521B018",2,4815,0,1,9,23,8,6
"6243","A521B018",3,5240,0,1,9,23,8,6
"6244","A521B018",4,2693,1,1,9,29,13,12
"6245","A521B018",5,2954,0,1,9,23,8,6
"6246","A521B018",6,1153,0,1,9,23,8,6
"6247","A521B018",7,1073,0,1,9,23,8,6
"6248","A521B018",8,1251,0,1,9,23,8,6
"6249","A521B018",9,814,1,1,9,29,13,12
"6250","A521B018",10,1825,0,1,9,23,8,6
"6251","A521B018",11,1956,1,1,9,29,13,12
"6252","A521B018",12,2152,0,1,9,23,8,6
"6253","A522B018",1,1367,0,1,9,23,8,6
"6254","A522B018",2,1752,0,1,9,23,8,6
"6255","A522B018",3,660,0,1,9,23,8,6
"6256","A522B018",4,562,1,1,9,29,13,12
"6257","A522B018",5,385,0,1,9,23,8,6
"6258","A522B018",6,373,0,1,9,23,8,6
"6259","A522B018",7,392,0,1,9,23,8,6
"6260","A522B018",8,398,2,1,10,31,15,17
"6261","A522B018",9,447,0,1,9,23,8,6
"6262","A522B018",10,300,0,1,9,23,8,6
"6263","A522B018",11,306,0,1,9,23,8,6
"6264","A522B018",12,742,0,1,9,23,8,6
"6265","A523B018",1,4357,5,12,12,40,28,132
"6266","A523B018",2,5128,7,19,13,43,33,257
"6267","A523B018",3,2829,3,1,10,32,16,19
"6268","A523B018",4,3193,4,12,11,39,25,108
"6269","A523B018",5,3834,4,1,10,33,17,20
"6270","A523B018",6,5571,1,1,9,29,13,12
"6271","A523B018",7,4805,3,18,12,40,28,184
"6272","A523B018",8,5553,5,16,12,41,29,176
"6273","A523B018",9,2569,5,23,13,42,32,290
"6274","A523B018",10,4836,3,8,11,38,24,76
"6275","A523B018",11,3349,3,16,12,40,28,166
"6276","A523B018",12,3978,4,12,11,39,25,108
"6277","A524B018",1,660,1,1,9,29,13,12
"6278","A524B018",2,660,1,1,9,29,13,12
"6279","A524B018",3,1099,2,1,10,31,15,17
"6280","A524B018",4,1284,3,1,10,32,16,19
"6281","A524B018",5,985,3,1,10,32,16,19
"6282","A524B018",6,1053,2,1,10,31,15,17
"6283","A524B018",7,660,2,1,10,31,15,17
"6284","A524B018",8,660,2,1,10,31,15,17
"6285","A524B018",9,660,2,1,10,31,15,17
"6286","A524B018",10,660,2,1,10,31,15,17
"6287","A524B018",11,660,1,1,9,29,13,12
"6288","A524B018",12,660,2,1,10,31,15,17
"6289","A525B018",1,660,2,1,10,31,15,17
"6290","A525B018",2,660,1,1,9,29,13,12
"6291","A525B018",3,660,0,1,9,23,8,6
"6292","A525B018",4,660,1,1,9,29,13,12
"6293","A525B018",5,660,1,1,9,29,13,12
"6294","A525B018",6,660,1,1,9,29,13,12
"6295","A525B018",7,660,1,1,9,29,13,12
"6296","A525B018",8,660,0,1,9,23,8,6
"6297","A525B018",9,660,1,1,9,29,13,12
"6298","A525B018",10,660,2,8,11,37,23,70
"6299","A525B018",11,660,1,1,9,29,13,12
"6300","A525B018",12,660,0,1,9,23,8,6
"6301","A526B018",1,660,1,1,9,29,13,12
"6302","A526B018",2,660,0,1,9,23,8,6
"6303","A526B018",3,660,0,1,9,23,8,6
"6304","A526B018",4,660,1,8,10,35,19,51
"6305","A526B018",5,660,0,1,9,23,8,6
"6306","A526B018",6,660,0,1,9,23,8,6
"6307","A526B018",7,660,0,1,9,23,8,6
"6308","A526B018",8,660,0,1,9,23,8,6
"6309","A526B018",9,660,0,1,9,23,8,6
"6310","A526B018",10,660,0,1,9,23,8,6
"6311","A526B018",11,660,1,1,9,29,13,12
"6312","A526B018",12,660,1,1,9,29,13,12
"6313","A527B018",1,2888,5,1,10,33,17,20
"6314","A527B018",2,4326,5,1,10,33,17,20
"6315","A527B018",3,10000,6,1,10,34,18,22
"6316","A527B018",4,6219,4,1,10,33,17,20
"6317","A527B018",5,10000,7,1,10,34,18,22
"6318","A527B018",6,8800,4,1,10,33,17,20
"6319","A527B018",7,3690,3,12,11,39,25,108
"6320","A527B018",8,2640,3,1,10,32,16,19
"6321","A527B018",9,9277,4,1,10,33,17,20
"6322","A527B018",10,3927,1,1,9,29,13,12
"6323","A527B018",11,10000,7,1,10,34,18,22
"6324","A527B018",12,6743,4,1,10,33,17,20
"6325","A528B018",1,8116,3,12,11,39,25,108
"6326","A528B018",2,7487,3,16,12,40,28,166
"6327","A528B018",3,8286,2,14,11,38,24,114
"6328","A528B018",4,9130,1,16,12,37,24,132
"6329","A528B018",5,7827,1,16,12,37,24,132
"6330","A528B018",6,8291,2,23,12,40,28,232
"6331","A528B018",7,7866,3,1,10,32,16,19
"6332","A528B018",8,7302,5,1,10,33,17,20
"6333","A528B018",9,7255,5,1,10,33,17,20
"6334","A528B018",10,7172,3,1,10,32,16,19
"6335","A528B018",11,8044,1,1,9,29,13,12
"6336","A528B018",12,7710,1,1,9,29,13,12
"6337","A529B018",1,2506,2,1,10,31,15,17
"6338","A529B018",2,1636,1,1,9,29,13,12
"6339","A529B018",3,660,3,8,11,38,24,76
"6340","A529B018",4,5572,3,1,10,32,16,19
"6341","A529B018",5,2096,2,1,10,31,15,17
"6342","A529B018",6,3851,1,8,10,35,19,51
"6343","A529B018",7,3073,4,12,11,39,25,108
"6344","A529B018",8,660,2,1,10,31,15,17
"6345","A529B018",9,2913,3,1,10,32,16,19
"6346","A529B018",10,660,1,1,9,29,13,12
"6347","A529B018",11,2972,2,1,10,31,15,17
"6348","A529B018",12,2809,1,1,9,29,13,12
"6349","A530B018",1,2018,1,16,12,37,24,132
"6350","A530B018",2,2037,1,1,9,29,13,12
"6351","A530B018",3,2338,0,1,9,23,8,6
"6352","A530B018",4,2820,3,1,10,32,16,19
"6353","A530B018",5,2875,1,1,9,29,13,12
"6354","A530B018",6,2301,0,1,9,23,8,6
"6355","A530B018",7,2293,5,16,12,41,29,176
"6356","A530B018",8,1895,2,1,10,31,15,17
"6357","A530B018",9,1892,2,1,10,31,15,17
"6358","A530B018",10,1397,3,1,10,32,16,19
"6359","A530B018",11,2125,1,1,9,29,13,12
"6360","A530B018",12,1736,4,8,11,38,24,76
"6361","A531B018",1,660,2,1,10,31,15,17
"6362","A531B018",2,3857,1,1,9,29,13,12
"6363","A531B018",3,660,1,1,9,29,13,12
"6364","A531B018",4,660,2,1,10,31,15,17
"6365","A531B018",5,660,1,1,9,29,13,12
"6366","A531B018",6,660,0,1,9,23,8,6
"6367","A531B018",7,660,1,1,9,29,13,12
"6368","A531B018",8,660,1,1,9,29,13,12
"6369","A531B018",9,660,2,1,10,31,15,17
"6370","A531B018",10,660,1,1,9,29,13,12
"6371","A531B018",11,660,2,12,11,38,24,101
"6372","A531B018",12,660,0,1,9,23,8,6
"6373","A532B018",1,1276,2,1,10,31,15,17
"6374","A532B018",2,848,2,1,10,31,15,17
"6375","A532B018",3,459,3,1,10,32,16,19
"6376","A532B018",4,660,1,1,9,29,13,12
"6377","A532B018",5,626,1,1,9,29,13,12
"6378","A532B018",6,1244,1,1,9,29,13,12
"6379","A532B018",7,845,2,1,10,31,15,17
"6380","A532B018",8,605,3,1,10,32,16,19
"6381","A532B018",9,387,1,1,9,29,13,12
"6382","A532B018",10,1352,4,1,10,33,17,20
"6383","A532B018",11,694,2,1,10,31,15,17
"6384","A532B018",12,788,3,1,10,32,16,19
"6385","A533B018",1,1760,0,1,9,23,8,6
"6386","A533B018",2,6391,1,1,9,29,13,12
"6387","A533B018",3,660,0,1,9,23,8,6
"6388","A533B018",4,660,1,1,9,29,13,12
"6389","A533B018",5,660,0,1,9,23,8,6
"6390","A533B018",6,6091,0,1,9,23,8,6
"6391","A533B018",7,660,0,1,9,23,8,6
"6392","A533B018",8,660,0,1,9,23,8,6
"6393","A533B018",9,10000,1,1,9,29,13,12
"6394","A533B018",10,660,0,1,9,23,8,6
"6395","A533B018",11,660,1,1,9,29,13,12
"6396","A533B018",12,10000,1,1,9,29,13,12
"6397","A534B018",1,10000,0,1,9,23,8,6
"6398","A534B018",2,660,4,1,10,33,17,20
"6399","A534B018",3,8495,5,22,13,42,32,278
"6400","A534B018",4,2587,7,16,12,42,31,193
"6401","A534B018",5,660,7,29,14,44,36,447
"6402","A534B018",6,4321,2,1,10,31,15,17
"6403","A534B018",7,660,0,1,9,23,8,6
"6404","A534B018",8,660,1,12,11,36,21,83
"6405","A534B018",9,660,3,12,11,39,25,108
"6406","A534B018",10,660,5,8,11,39,25,81
"6407","A534B018",11,2279,2,12,11,38,24,101
"6408","A534B018",12,2265,4,8,11,38,24,76
"6409","A535B018",1,660,3,12,11,39,25,108
"6410","A535B018",2,1185,7,26,13,43,33,346
"6411","A535B018",3,2510,3,21,12,40,28,212
"6412","A535B018",4,1188,5,12,12,40,28,132
"6413","A535B018",5,2051,4,1,10,33,17,20
"6414","A535B018",6,1929,2,1,10,31,15,17
"6415","A535B018",7,980,0,1,9,23,8,6
"6416","A535B018",8,1989,5,1,10,33,17,20
"6417","A535B018",9,2508,6,12,12,41,29,140
"6418","A535B018",10,2137,9,12,12,42,31,153
"6419","A535B018",11,2212,3,1,10,32,16,19
"6420","A535B018",12,3862,3,18,12,40,28,184
"6421","A536B018",1,660,0,1,9,23,8,6
"6422","A536B018",2,660,0,1,9,23,8,6
"6423","A536B018",3,2925,0,1,9,23,8,6
"6424","A536B018",4,4993,0,1,9,23,8,6
"6425","A536B018",5,10000,1,1,9,29,13,12
"6426","A536B018",6,3582,0,1,9,23,8,6
"6427","A536B018",7,4998,0,1,9,23,8,6
"6428","A536B018",8,10000,0,1,9,23,8,6
"6429","A536B018",9,2046,0,1,9,23,8,6
"6430","A536B018",10,1528,0,1,9,23,8,6
"6431","A536B018",11,1675,0,1,9,23,8,6
"6432","A536B018",12,2179,0,1,9,23,8,6
"6433","A537B018",1,660,0,1,9,23,8,6
"6434","A537B018",2,660,2,1,10,31,15,17
"6435","A537B018",3,660,1,1,9,29,13,12
"6436","A537B018",4,660,0,1,9,23,8,6
"6437","A537B018",5,660,1,1,9,29,13,12
"6438","A537B018",6,660,0,1,9,23,8,6
"6439","A537B018",7,1944,1,1,9,29,13,12
"6440","A537B018",8,660,0,1,9,23,8,6
"6441","A537B018",9,660,0,1,9,23,8,6
"6442","A537B018",10,1530,1,1,9,29,13,12
"6443","A537B018",11,973,1,1,9,29,13,12
"6444","A537B018",12,2415,0,1,9,23,8,6
"6445","A538B018",1,530,0,1,9,23,8,6
"6446","A538B018",2,1243,0,1,9,23,8,6
"6447","A538B018",3,660,0,1,9,23,8,6
"6448","A538B018",4,981,1,1,9,29,13,12
"6449","A538B018",5,660,0,1,9,23,8,6
"6450","A538B018",6,660,0,1,9,23,8,6
"6451","A538B018",7,660,0,1,9,23,8,6
"6452","A538B018",8,660,0,1,9,23,8,6
"6453","A538B018",9,660,0,1,9,23,8,6
"6454","A538B018",10,660,0,1,9,23,8,6
"6455","A538B018",11,660,0,1,9,23,8,6
"6456","A538B018",12,660,0,1,9,23,8,6
"6457","A539B009",1,10000,4,1,10,33,17,20
"6458","A539B009",2,10000,3,12,11,39,25,108
"6459","A539B009",3,660,3,1,10,32,16,19
"6460","A539B009",4,10000,3,1,10,32,16,19
"6461","A539B009",5,10000,3,1,10,32,16,19
"6462","A539B009",6,10000,0,1,9,23,8,6
"6463","A539B009",7,3812,1,1,9,29,13,12
"6464","A539B009",8,660,0,1,9,23,8,6
"6465","A539B009",9,3401,7,16,12,42,31,193
"6466","A539B009",10,2363,2,14,11,38,24,114
"6467","A539B009",11,10000,3,1,10,32,16,19
"6468","A539B009",12,4125,2,1,10,31,15,17
"6469","A540B009",1,3231,3,1,10,32,16,19
"6470","A540B009",2,1539,2,8,11,37,23,70
"6471","A540B009",3,2481,1,8,10,35,19,51
"6472","A540B009",4,1620,2,1,10,31,15,17
"6473","A540B009",5,1529,0,1,9,23,8,6
"6474","A540B009",6,744,3,1,10,32,16,19
"6475","A540B009",7,2090,1,1,9,29,13,12
"6476","A540B009",8,1588,1,8,10,35,19,51
"6477","A540B009",9,926,1,1,9,29,13,12
"6478","A540B009",10,1878,4,1,10,33,17,20
"6479","A540B009",11,1491,1,1,9,29,13,12
"6480","A540B009",12,884,3,1,10,32,16,19
"6481","A541B009",1,2001,0,1,9,23,8,6
"6482","A541B009",2,660,1,1,9,29,13,12
"6483","A541B009",3,660,2,1,10,31,15,17
"6484","A541B009",4,660,0,1,9,23,8,6
"6485","A541B009",5,660,0,1,9,23,8,6
"6486","A541B009",6,660,0,1,9,23,8,6
"6487","A541B009",7,1932,2,1,10,31,15,17
"6488","A541B009",8,660,0,1,9,23,8,6
"6489","A541B009",9,660,1,1,9,29,13,12
"6490","A541B009",10,1450,1,1,9,29,13,12
"6491","A541B009",11,660,1,1,9,29,13,12
"6492","A541B009",12,660,2,16,12,39,26,150
"6493","A542B009",1,1269,2,1,10,31,15,17
"6494","A542B009",2,660,2,1,10,31,15,17
"6495","A542B009",3,660,4,1,10,33,17,20
"6496","A542B009",4,660,0,1,9,23,8,6
"6497","A542B009",5,660,1,1,9,29,13,12
"6498","A542B009",6,1703,1,1,9,29,13,12
"6499","A542B009",7,660,2,1,10,31,15,17
"6500","A542B009",8,1652,2,1,10,31,15,17
"6501","A542B009",9,660,3,22,12,41,29,236
"6502","A542B009",10,1037,1,12,11,36,21,83
"6503","A542B009",11,660,2,14,11,38,24,114
"6504","A542B009",12,881,1,1,9,29,13,12
"6505","A543B009",1,1970,3,14,12,39,26,134
"6506","A543B009",2,998,3,12,11,39,25,108
"6507","A543B009",3,882,3,14,12,39,26,134
"6508","A543B009",4,361,4,18,12,41,29,195
"6509","A543B009",5,1589,3,16,12,40,28,166
"6510","A543B009",6,225,3,8,11,38,24,76
"6511","A543B009",7,1149,4,23,13,42,32,290
"6512","A543B009",8,1184,2,12,11,38,24,101
"6513","A543B009",9,1388,3,12,11,39,25,108
"6514","A543B009",10,614,4,21,12,41,29,225
"6515","A543B009",11,1057,2,8,11,37,23,70
"6516","A543B009",12,858,2,12,11,38,24,101
"6517","A544B009",1,1943,0,1,9,23,8,6
"6518","A544B009",2,1790,0,1,9,23,8,6
"6519","A544B009",3,2381,0,1,9,23,8,6
"6520","A544B009",4,4189,0,1,9,23,8,6
"6521","A544B009",5,3516,0,1,9,23,8,6
"6522","A544B009",6,3074,0,1,9,23,8,6
"6523","A544B009",7,3410,0,1,9,23,8,6
"6524","A544B009",8,4818,0,1,9,23,8,6
"6525","A544B009",9,3484,1,1,9,29,13,12
"6526","A544B009",10,4851,0,1,9,23,8,6
"6527","A544B009",11,2823,1,1,9,29,13,12
"6528","A544B009",12,3710,0,1,9,23,8,6
"6529","A545B009",1,1982,3,1,10,32,16,19
"6530","A545B009",2,4213,8,18,13,43,33,245
"6531","A545B009",3,6429,3,1,10,32,16,19
"6532","A545B009",4,1400,7,1,10,34,18,22
"6533","A545B009",5,2066,5,19,12,41,29,205
"6534","A545B009",6,2517,6,1,10,34,18,22
"6535","A545B009",7,6580,6,1,10,34,18,22
"6536","A545B009",8,6854,5,14,12,41,29,158
"6537","A545B009",9,4196,6,16,12,41,29,176
"6538","A545B009",10,660,4,1,10,33,17,20
"6539","A545B009",11,2999,8,21,13,43,33,281
"6540","A545B009",12,6154,3,1,10,32,16,19
"6541","A546B009",1,660,0,1,9,23,8,6
"6542","A546B009",2,660,1,1,9,29,13,12
"6543","A546B009",3,660,2,1,10,31,15,17
"6544","A546B009",4,660,2,1,10,31,15,17
"6545","A546B009",5,660,1,1,9,29,13,12
"6546","A546B009",6,660,0,1,9,23,8,6
"6547","A546B009",7,660,1,1,9,29,13,12
"6548","A546B009",8,660,0,1,9,23,8,6
"6549","A546B009",9,660,1,1,9,29,13,12
"6550","A546B009",10,5000,1,1,9,29,13,12
"6551","A546B009",11,660,1,1,9,29,13,12
"6552","A546B009",12,660,1,1,9,29,13,12
"6553","A547B009",1,992,0,1,9,23,8,6
"6554","A547B009",2,1846,0,1,9,23,8,6
"6555","A547B009",3,1450,0,1,9,23,8,6
"6556","A547B009",4,1802,1,1,9,29,13,12
"6557","A547B009",5,2360,1,1,9,29,13,12
"6558","A547B009",6,1451,1,1,9,29,13,12
"6559","A547B009",7,1563,1,1,9,29,13,12
"6560","A547B009",8,1961,0,1,9,23,8,6
"6561","A547B009",9,2166,1,1,9,29,13,12
"6562","A547B009",10,2143,1,1,9,29,13,12
"6563","A547B009",11,2587,1,1,9,29,13,12
"6564","A547B009",12,1962,0,1,9,23,8,6
"6565","A548B009",1,698,1,1,9,29,13,12
"6566","A548B009",2,326,1,1,9,29,13,12
"6567","A548B009",3,8222,0,1,9,23,8,6
"6568","A548B009",4,376,0,1,9,23,8,6
"6569","A548B009",5,534,1,1,9,29,13,12
"6570","A548B009",6,6825,0,1,9,23,8,6
"6571","A548B009",7,1475,0,1,9,23,8,6
"6572","A548B009",8,2807,0,1,9,23,8,6
"6573","A548B009",9,6647,0,1,9,23,8,6
"6574","A548B009",10,1609,1,1,9,29,13,12
"6575","A548B009",11,2449,2,1,10,31,15,17
"6576","A548B009",12,1777,0,1,9,23,8,6
"6577","A549B009",1,5528,0,1,9,23,8,6
"6578","A549B009",2,4036,1,1,9,29,13,12
"6579","A549B009",3,5509,0,1,9,23,8,6
"6580","A549B009",4,2688,1,1,9,29,13,12
"6581","A549B009",5,3053,0,1,9,23,8,6
"6582","A549B009",6,10000,0,1,9,23,8,6
"6583","A549B009",7,2934,0,1,9,23,8,6
"6584","A549B009",8,4055,0,1,9,23,8,6
"6585","A549B009",9,5601,1,1,9,29,13,12
"6586","A549B009",10,660,0,1,9,23,8,6
"6587","A549B009",11,10000,0,1,9,23,8,6
"6588","A549B009",12,660,0,1,9,23,8,6
"6589","A550B009",1,4759,1,8,10,35,19,51
"6590","A550B009",2,660,1,12,11,36,21,83
"6591","A550B009",3,5256,7,16,12,42,31,193
"6592","A550B009",4,6129,2,1,10,31,15,17
"6593","A550B009",5,3958,2,1,10,31,15,17
"6594","A550B009",6,4325,4,12,11,39,25,108
"6595","A550B009",7,5460,3,14,12,39,26,134
"6596","A550B009",8,5028,8,12,12,41,29,140
"6597","A550B009",9,3780,7,14,12,42,31,173
"6598","A550B009",10,4077,5,14,12,41,29,158
"6599","A550B009",11,5008,3,16,12,40,28,166
"6600","A550B009",12,3755,3,8,11,38,24,76
"6601","A551B009",1,5866,0,1,9,23,8,6
"6602","A551B009",2,4489,0,1,9,23,8,6
"6603","A551B009",3,4136,0,1,9,23,8,6
"6604","A551B009",4,7815,0,1,9,23,8,6
"6605","A551B009",5,3572,0,1,9,23,8,6
"6606","A551B009",6,6822,0,1,9,23,8,6
"6607","A551B009",7,6927,0,1,9,23,8,6
"6608","A551B009",8,4409,0,1,9,23,8,6
"6609","A551B009",9,5423,0,1,9,23,8,6
"6610","A551B009",10,7647,0,1,9,23,8,6
"6611","A551B009",11,3211,0,1,9,23,8,6
"6612","A551B009",12,4297,0,1,9,23,8,6
"6613","A552B009",1,2624,7,1,10,34,18,22
"6614","A552B009",2,1664,7,1,10,34,18,22
"6615","A552B009",3,2694,4,1,10,33,17,20
"6616","A552B009",4,2351,3,14,12,39,26,134
"6617","A552B009",5,1219,5,8,11,39,25,81
"6618","A552B009",6,254,7,1,10,34,18,22
"6619","A552B009",7,182,6,14,12,41,29,158
"6620","A552B009",8,5825,6,22,13,43,33,294
"6621","A552B009",9,1150,5,12,12,40,28,132
"6622","A552B009",10,2932,5,12,12,40,28,132
"6623","A552B009",11,1787,7,29,14,44,36,447
"6624","A552B009",12,2391,4,14,12,40,28,148
"6625","A553B009",1,3321,3,22,12,41,29,236
"6626","A553B009",2,5119,3,8,11,38,24,76
"6627","A553B009",3,3758,2,1,10,31,15,17
"6628","A553B009",4,3383,4,8,11,38,24,76
"6629","A553B009",5,3122,3,18,12,40,28,184
"6630","A553B009",6,3604,5,22,13,42,32,278
"6631","A553B009",7,2894,4,12,11,39,25,108
"6632","A553B009",8,3678,5,1,10,33,17,20
"6633","A553B009",9,2858,5,8,11,39,25,81
"6634","A553B009",10,2066,4,1,10,33,17,20
"6635","A553B009",11,3339,5,1,10,33,17,20
"6636","A553B009",12,3020,3,1,10,32,16,19
"6637","A554B009",1,660,0,1,9,23,8,6
"6638","A554B009",2,660,1,1,9,29,13,12
"6639","A554B009",3,660,0,1,9,23,8,6
"6640","A554B009",4,660,0,1,9,23,8,6
"6641","A554B009",5,660,0,1,9,23,8,6
"6642","A554B009",6,660,0,1,9,23,8,6
"6643","A554B009",7,660,1,1,9,29,13,12
"6644","A554B009",8,660,0,1,9,23,8,6
"6645","A554B009",9,660,1,1,9,29,13,12
"6646","A554B009",10,660,0,1,9,23,8,6
"6647","A554B009",11,660,0,1,9,23,8,6
"6648","A554B009",12,660,0,1,9,23,8,6
"6649","A555B009",1,660,0,1,9,23,8,6
"6650","A555B009",2,660,1,1,9,29,13,12
"6651","A555B009",3,660,2,1,10,31,15,17
"6652","A555B009",4,660,0,1,9,23,8,6
"6653","A555B009",5,660,0,1,9,23,8,6
"6654","A555B009",6,660,0,1,9,23,8,6
"6655","A555B009",7,660,1,1,9,29,13,12
"6656","A555B009",8,660,1,1,9,29,13,12
"6657","A555B009",9,660,3,1,10,32,16,19
"6658","A555B009",10,660,1,1,9,29,13,12
"6659","A555B009",11,660,0,1,9,23,8,6
"6660","A555B009",12,660,0,1,9,23,8,6
"6661","A556B009",1,660,0,1,9,23,8,6
"6662","A556B009",2,660,0,1,9,23,8,6
"6663","A556B009",3,660,1,1,9,29,13,12
"6664","A556B009",4,660,1,1,9,29,13,12
"6665","A556B009",5,660,0,1,9,23,8,6
"6666","A556B009",6,660,0,1,9,23,8,6
"6667","A556B009",7,660,0,1,9,23,8,6
"6668","A556B009",8,660,0,1,9,23,8,6
"6669","A556B009",9,660,0,1,9,23,8,6
"6670","A556B009",10,660,0,1,9,23,8,6
"6671","A556B009",11,660,0,1,9,23,8,6
"6672","A556B009",12,660,0,1,9,23,8,6
"6673","A557B009",1,660,1,1,9,29,13,12
"6674","A557B009",2,660,1,1,9,29,13,12
"6675","A557B009",3,660,3,1,10,32,16,19
"6676","A557B009",4,660,1,1,9,29,13,12
"6677","A557B009",5,660,1,1,9,29,13,12
"6678","A557B009",6,660,0,1,9,23,8,6
"6679","A557B009",7,660,0,1,9,23,8,6
"6680","A557B009",8,660,0,1,9,23,8,6
"6681","A557B009",9,660,0,1,9,23,8,6
